Old_Dialogue_ID,Old_Utterance_ID,Speaker,Emotion,Sentiment,Mean Pitch distance,Max Pitch distance,Mean Intensity distance,Max Intensity distance,Jitter distance,Shimmer distance,Mean Nhr distance,Speechrate distance
686-686,09-Oct,Rachel-Monica,positive-neutral,positive-neutral,1.016936034,0.825158999,1.823188408,3.618614691,0.555317402,0.893775225,1.128490179,1.195681614
686-686,10-Nov,Monica-Rachel,neutral-positive,neutral-negative,0.569706041,0.366348219,0.415086781,3.20221087,3.633244544,2.466739933,2.406999048,1.361235815
12-Dec,0-1,Ross-Phoebe,neutral-neutral,neutral-neutral,0.088121445,1.644545153,2.014109713,0.687347304,3.673715441,2.052599891,1.342057242,1.059072972
12-Dec,02-Mar,Phoebe-Ross,neutral-positive,neutral-negative,0.663785375,0.926445018,0.297574878,0.489530232,0.834074608,1.121618146,0.658625732,1.325424095
12-Dec,03-Apr,Ross-Phoebe,positive-negative,negative-negative,2.117871768,1.433687096,1.008121832,1.185903569,0.533555272,1.212404208,0.997766859,1.000827607
11-Nov,02-Mar,Rachel-Phoebe,neutral-neutral,neutral-neutral,0.253343266,0.8134905,0.118643492,0.390684401,0.659413144,0.802885685,0.289252918,1.14615886
11-Nov,03-Apr,Phoebe-Rachel,neutral-neutral,neutral-neutral,0.026367513,0.550902978,0.350723717,0.807088223,0.932618136,0.84470205,1.331112062,0.453945226
39-39,0-1,Ross-Mr. Geller,neutral-neutral,neutral-neutral,0.028016227,1.803722806,1.676206925,0.104612523,0.79814519,1.375905767,2.145049265,0.371081891
39-39,01-Feb,Mr. Geller-Ross,neutral-neutral,neutral-neutral,1.146461206,1.223741268,0.248694382,0.132930359,0.029406344,0.981885043,1.404784359,1.093724506
39-39,02-Mar,Ross-Mr. Geller,neutral-neutral,neutral-neutral,2.473417768,0.782575813,0.038992536,0.167353828,1.104776638,0.124419783,1.520306637,1.242690812
39-39,03-Apr,Mr. Geller-Ross,neutral-neutral,neutral-neutral,2.522366579,1.099550927,0.139446532,0.40489671,1.214596473,0.658883538,1.355803325,0.870779532
39-39,04-May,Ross-Mrs. Geller,neutral-neutral,neutral-neutral,0.517610519,1.414070208,0.149836343,0.159991003,0.244259109,0.629148513,0.244661138,1.286847874
39-39,05-Jun,Mrs. Geller-Mrs. Bing,neutral-positive,neutral-positive,0.71306848,2.601049626,0.976396193,0.781915098,0.409855984,0.006864502,0.218448418,0.19121155
39-39,06-Jul,Mrs. Bing-Mr. Bing,positive-neutral,positive-neutral,0,0,0,0,0,0,0,0
39-39,07-Aug,Mr. Bing-Mrs. Bing,neutral-neutral,neutral-neutral,0,0,0,0,0,0,0,0
39-39,08-Sep,Mrs. Bing-Ross,neutral-positive,neutral-positive,0.965597548,0.321246865,1.664005355,1.733796162,0.161225427,0.400702549,1.709359987,0.005608399
39-39,09-Oct,Ross-Monica,positive-neutral,positive-neutral,0.186627102,1.417458805,0.08728468,0.259477153,0.260561728,0.968022185,0.012741272,0.295119966
39-39,10-Nov,Monica-Ross,neutral-neutral,neutral-neutral,0.305567999,1.008366942,0.269593455,0.690694374,0.288537448,0.116510106,0.005536874,0.38186691
633-633,0-1,Phoebe-Mrs. Geller,neutral-positive,neutral-positive,1.69642641,1.718155635,0.12211268,0.049883409,1.235604054,0.65737174,1.080637286,0.748957785
633-633,01-Feb,Mrs. Geller-Phoebe,positive-positive,positive-positive,0.469613889,0.416679619,0.299749419,0.5141323,0.367165741,0.590936621,0.838405188,0.591484984
633-633,02-Mar,Phoebe-Monica,positive-positive,positive-positive,0.036317403,1.02111275,0.273126564,0.451710995,0.051048137,0.837705182,0.394246822,0.231054467
633-633,03-Apr,Monica-Rachel,positive-positive,positive-positive,0.312678176,0.664619967,0.865030027,0.355377228,0.735621597,0.292985173,0.467017895,0.04909905
633-633,04-May,Rachel-Monica,positive-positive,positive-positive,0.831954467,0.762378748,0.865030027,0.829722307,1.073207839,0.752206961,1.020440994,0.025879806
633-633,05-Jun,Monica-Rachel,positive-neutral,positive-neutral,1.36992312,1.555538449,1.647308708,0.621520397,0.11798907,0.029924291,0.542210567,0.097460718
633-633,06-Jul,Rachel-Joey,neutral-negative,neutral-negative,0.435681868,0.691736797,0.364204713,0.080248306,0.060778156,0.567142262,0.249652978,0.081636881
633-633,07-Aug,Joey-Rachel,negative-neutral,negative-neutral,0.191434308,0.105565734,0.52066045,0.544357425,2.486471893,1.37541797,0.997162063,0.833195353
633-633,08-Sep,Rachel-Joey,neutral-negative,neutral-negative,1.315378903,0.371404598,0.026431677,1.185717906,2.054914391,0.086332004,0.773146263,1.179024853
811-811,0-1,Joey-The Director,positive-neutral,positive-neutral,0.220602084,0.078388706,0.515222551,1.001911305,0.115853715,0.008865999,0.339360285,1.692633824
811-811,01-Feb,The Director-Richard,neutral-neutral,neutral-neutral,0.700383156,1.146389977,0.322915458,0.783967817,1.220766653,0.524010299,0.855677009,1.985222374
811-811,02-Mar,Richard-Joey,neutral-neutral,neutral-neutral,0.106441394,0.302562686,0.521792942,0.004156661,0.646128365,0.435076249,0.187321371,0.292133262
811-811,03-Apr,Joey-Richard,neutral-positive,neutral-negative,1.406079896,1.34794017,1.184443322,0.42239168,0.237395678,1.720184405,2.050166926,1.964240398
811-811,04-May,Richard-Joey,positive-positive,negative-positive,1.887516951,0.611247362,1.51392917,0.42239168,0.58264168,1.653808705,2.300830052,2.017960463
811-811,05-Jun,Joey-Richard,positive-neutral,positive-neutral,0.729029448,0.988120603,0.188628411,0.004156661,0.229232063,1.444181133,0.570123292,1.185633911
811-811,06-Jul,Richard-Joey,neutral-neutral,neutral-neutral,2.157224361,1.4787347,0.63508621,0.004156661,0.229232063,1.947239071,0.483957842,1.410230915
811-811,07-Aug,Joey-Richard,neutral-positive,neutral-positive,0.279439525,0.458726031,0.41420275,0.004156661,0.124177554,1.382156052,0.646510411,0.412599081
811-811,08-Sep,Richard-Joey,positive-negative,positive-negative,0.637022753,0.376356315,0.080026022,0.423416993,0.210489055,0.882591572,0.285643088,0.216242715
811-811,09-Oct,Joey-Richard,negative-positive,negative-positive,1.053576738,0.438450718,0.963559862,0.003131348,0.938092201,0.969176874,0.192452702,1.226229123
983-983,0-1,Rachel-Joey,positive-neutral,negative-neutral,1.600646898,1.620401797,0.775561607,0.704854038,1.086887532,1.995014216,0.689970428,0.05204009
983-983,01-Feb,Joey-Rachel,neutral-negative,neutral-negative,1.473048744,1.690166137,0.319628547,0.288450217,0.768481276,1.740314538,0.143421369,0.269607168
983-983,02-Mar,Rachel-Joey,negative-negative,negative-negative,1.366573962,0.097557515,0.009857302,0.502237044,0.682169775,1.045116416,0.177740761,0.007899912
983-983,03-Apr,Joey-Rachel,negative-negative,negative-negative,0.964192064,0.15528616,0.146598435,0.294035133,0.151492682,0.87024798,0.126501787,0.210590788
983-983,04-May,Rachel-Joey,negative-negative,negative-negative,0.195775715,0.4413561,0.805570131,0.988685829,0.151492682,0.992519006,0.330165577,0.2020973
983-983,05-Jun,Joey-Rachel,negative-negative,negative-negative,0.306606353,0.348766744,0.602531495,0.572282007,0.682169775,1.266226123,1.189923994,0.312429868
983-983,06-Jul,Rachel-Joey,negative-negative,negative-negative,0.311299965,0.154046712,0.76727442,0.144708353,0.854792776,1.241771918,1.080258877,0.061857705
27-27,0-1,Monica-Phoebe,positive-neutral,negative-neutral,0.169050932,1.198364499,1.52353961,0.441614806,1.111306241,0.432605105,0.666903018,0.420783504
27-27,01-Feb,Phoebe-Monica,neutral-positive,neutral-negative,3.364983383,2.959504626,2.888986518,0.204442266,1.111306241,1.566892891,0.782943345,0.307536825
27-27,06-Jul,Monica-Phoebe,negative-neutral,negative-neutral,1.254385401,0.730842751,0.423508641,0.673739252,0.598085045,0.827058393,0.040032141,0.4323139
27-27,07-Feb,Phoebe-Monica,neutral-positive,neutral-negative,3.133769333,0.039916708,1.112619131,0.436566712,0.710613792,1.88464411,0.093860544,0.401022218
27-27,02-Mar,Monica-Chandler,positive-negative,negative-negative,1.992579812,2.333056963,3.073039975,1.218022887,1.204570969,1.489747263,1.530373885,0.354355213
27-27,03-Apr,Chandler-Phoebe,negative-neutral,negative-neutral,1.091876991,0.071597355,0.716963673,1.422465153,0.407600832,0.629427509,0.457919822,0.043130932
27-27,07-Aug,Phoebe-Chandler,neutral-positive,neutral-negative,0.362085831,2.920106938,0.760422815,0.428348912,1.279327479,0.31814862,0.471678838,0.260299911
27-27,08-Sep,Chandler-Phoebe,positive-positive,negative-negative,1.329138117,1.939732806,2.359153463,0.196224466,0.778461918,0.30600556,0.578831482,0.334105175
27-27,04-May,Phoebe-Rachel,neutral-positive,neutral-negative,2.305072049,1.461463463,0.609191703,0.02212565,1.521732196,0.786255865,0.979521039,0.14025175
27-27,05-Jun,Rachel-Monica,positive-negative,negative-negative,1.099999178,0.172431396,0.210756827,0.419489156,0.022089142,0.275333191,0.226825709,0.295598222
326-326,0-1,Phoebe-Rachel,negative-positive,negative-positive,2.913871751,0.729127573,1.285565373,0.046048185,1.98204771,1.592620907,0.437457422,0.362478739
326-326,01-Mar,Rachel-Phoebe,positive-neutral,positive-neutral,3.673089715,1.481023211,0.752655157,0.046048185,3.083951944,1.933068642,0.346468339,0.815665711
326-326,03-Apr,Phoebe-Rachel,neutral-positive,neutral-negative,1.562946767,0.771958747,0.498990734,0.046048185,0.748972733,0.598746447,1.310258496,0.339206935
326-326,06-Jul,Rachel-Phoebe,positive-neutral,positive-neutral,0.433038183,1.895448486,1.581188605,0.02212565,1.825716652,0.226539624,1.339055928,0.522630178
326-326,07-Aug,Phoebe-Rachel,neutral-neutral,neutral-neutral,0.472384184,0.934538692,2.01729333,0.18607626,2.568664583,0.818869503,1.364675415,0.394849147
326-326,01-Feb,Rachel-Monica,positive-positive,positive-positive,1.998111898,0.131648328,0.500396219,0.083826553,0.970914581,1.125823608,0.356667376,0.203308232
326-326,02-Apr,Monica-Rachel,positive-positive,positive-negative,0.11203105,0.840712792,0.751249672,0.083826553,1.36406463,0.208498587,1.30005946,0.679767008
326-326,04-May,Rachel-Monica,positive-negative,negative-negative,1.39670684,1.471404741,0.102154646,0.390518527,0.688892146,0.382008744,0.199538614,0.491745913
326-326,05-Jun,Monica-Rachel,negative-positive,negative-positive,0.369392464,2.03962271,2.401137135,0.182316616,0.158215053,0.08177276,0.336175879,0.211907212
326-326,06-Feb,Rachel-Monica,positive-positive,positive-positive,1.139345426,0.272494823,3.254541453,0.292028463,0.833387537,0.255282917,1.163422196,1.383420133
326-326,02-Mar,Monica-Phoebe,positive-neutral,positive-neutral,1.674977817,1.612671539,0.252258938,0.037778368,2.113037363,0.807245034,0.010199036,1.018973942
332-332,0-1,Ross-Joey,positive-neutral,negative-neutral,6.081774469,1.216240183,0.413283792,2.510020346,3.697758929,1.068196961,4.777450704,0.663844356
332-332,03-Apr,Joey-Ross,neutral-neutral,neutral-neutral,1.059511965,2.838876195,0.108337268,0.126689741,0.696062935,0.074143696,2.025758619,0.554088234
332-332,04-Oct,Ross-Joey,neutral-neutral,neutral-neutral,0.865816883,2.554489458,0.550634428,0.126689741,4.051069589,0.600093679,0.795942658,0.460374544
332-332,10-Nov,Joey-Ross,neutral-positive,neutral-negative,2.656480034,0.348135437,1.085951632,0.348396022,6.137646456,0.584488897,0.183624772,1.235349124
332-332,04-May,Ross-Mona,neutral-positive,neutral-positive,2.392322513,1.379838591,0.480722283,2.453811182,1.07039374,0.972073469,1.979661512,0.30182828
332-332,05-Nov,Mona-Ross,positive-positive,positive-negative,1.129974403,0.82651543,1.016039487,2.928896945,1.016183127,0.98767825,1.367343627,1.07680286
332-332,15-Jan,Ross-Joey,neutral-neutral,neutral-neutral,4.068614738,0.057372421,0.234844724,2.272477465,2.709380413,2.023989808,4.009768579,0.653946842
332-332,03-May,Joey-Mona,neutral-positive,neutral-positive,1.332810548,1.459037604,0.589059551,2.580500923,0.374330805,0.897929773,0.046097107,0.855916514
332-332,05-Jun,Mona-Joey,positive-neutral,positive-neutral,0.463870802,0.122613878,0.424316627,2.580500923,1.41006881,1.299677431,0.369063696,0.169832518
332-332,06-Jul,Joey-Mona,neutral-negative,neutral-negative,1.109410186,0.231742672,0.762351942,2.070907975,1.084359932,0.615822802,0.409646691,0.941366401
332-332,07-Aug,Mona-Joey,negative-neutral,negative-neutral,0.146160989,0.515980205,0.927094866,2.070907975,1.073427579,1.153815319,0.025818779,0.31872144
332-332,08-Sep,Joey-Mona,neutral-neutral,neutral-neutral,0.93226165,1.168032707,0.589059551,2.580500923,0.964857953,1.863378769,0.193193517,0.759922536
332-332,09-Oct,Mona-Joey,neutral-neutral,neutral-neutral,1.031647282,0.155005495,0.069912145,2.580500923,4.904324077,1.597875968,0.624020764,0.148563829
889-889,0-1,Rachel-Phoebe,neutral-neutral,neutral-neutral,0.017604462,0.373299414,0.262106945,0.02571942,0.636875008,0.023856203,1.806923427,0.807863384
889-889,01-Feb,Phoebe-Rachel,neutral-neutral,neutral-neutral,0.058934678,2.206859612,0.050804527,0.442123241,1.167552101,0.35629257,1.875242059,0.099080374
889-889,02-Mar,Rachel-Phoebe,neutral-neutral,neutral-neutral,0.158645298,0.481852029,0.050804527,0.442123241,0.165820979,0.173292795,0.320155916,0.265670515
889-889,03-Apr,Phoebe-Rachel,neutral-neutral,neutral-neutral,0.069446827,1.828311205,0.207260264,0.442123241,0.364856114,0.040240725,0.371570237,0.109138793
889-889,04-May,Rachel-Phoebe,neutral-positive,neutral-positive,1.281996307,0.454603906,0.207260264,0.02212565,2.46849147,0.297467902,1.322819739,0.209129831
169-169,0-1,Monica-Phoebe,positive-positive,negative-positive,0.284440938,0.035271075,0.670704131,0.285047096,0.075164277,0.136960607,0.498743193,0.708009985
169-169,01-Feb,Phoebe-Monica,positive-negative,positive-negative,0.485559789,0.177209802,0.841384995,0.189297984,0.525279266,0.098517462,0.179646412,0.145663745
169-169,02-Mar,Monica-Phoebe,negative-negative,negative-negative,0.965427196,0.530608783,0.308474779,0.189297984,0.324933042,0.117431226,0.824841726,0.000460763
169-169,03-Apr,Phoebe-Monica,negative-positive,negative-negative,0.842072415,0.58439392,0.479155642,0.047874556,0.125181947,0.220711081,0.52135164,0.145495576
169-169,04-Jun,Monica-Phoebe,positive-negative,negative-negative,0.598927266,1.445531227,1.119575006,0.047874556,0.425701284,0.36445568,1.067286137,0.053080175
169-169,06-Jul,Phoebe-Monica,negative-neutral,negative-neutral,0.598121665,2.161913872,0.266170688,0.996564716,0.587057441,1.599682748,0.112184982,0.206509064
169-169,07-Sep,Monica-Phoebe,neutral-negative,neutral-negative,1.084874332,2.121629985,0.266739528,0.068066933,0.013981232,1.448372643,0.81528244,0.386322528
169-169,09-Oct,Phoebe-Monica,negative-negative,negative-negative,0.426046886,1.700310203,0.928026517,0.643450686,0.464096221,0.237932741,1.440114971,1.306178362
169-169,10-Nov,Monica-Phoebe,negative-positive,negative-negative,0.51481145,0.285288142,0.57275304,0.411326241,0.163576884,0.703972659,0.348245977,1.28808731
169-169,21-22,Phoebe-Monica,positive-negative,negative-negative,0.501680571,0.103053449,1.119575006,0.532315824,0.551913698,0.635880819,0.141398932,0.202467199
169-169,04-May,Monica-Joey,positive-positive,negative-negative,0.383550497,0.316654562,0.424002804,0.036450041,0.001515535,0.826074469,0.805383769,0.518191834
169-169,05-Jul,Joey-Monica,positive-neutral,negative-neutral,1.580599429,0.399728083,1.277407122,0.912240119,1.01427426,2.061301536,1.760484924,0.364762945
169-169,07-Aug,Monica-Joey,neutral-positive,neutral-negative,0.649182054,0.540058809,0.040536271,1.126026946,1.05720175,1.076146408,0.832311785,0.111845125
169-169,14-15,Joey-Monica,neutral-positive,neutral-negative,3.29126413,2.514724341,2.007634091,5.491418457,3.007305428,5.087482614,2.017116297,3.434190619
169-169,15-16,Monica-Joey,positive-neutral,negative-neutral,5.604990151,2.551992604,2.501862864,5.063844803,4.992469938,9.541641439,5.173905039,3.690387882
169-169,05-Jun,Joey-Phoebe,positive-negative,negative-negative,0.982477764,1.762185789,1.54357781,0.084324597,0.427216819,0.461618789,1.872669906,0.571272009
169-169,06-Aug,Phoebe-Joey,negative-positive,negative-negative,1.247303719,2.701972681,0.225634417,0.12946223,1.644259192,0.52353634,0.720126802,0.094663939
169-169,08-Sep,Joey-Phoebe,positive-negative,negative-negative,1.734056385,2.661688794,0.307275799,1.057960012,1.043220518,0.372226235,0.017029344,0.274477404
169-169,11-Dec,Phoebe-Joey,positive-positive,negative-positive,0.372895979,0.422082354,0.497806352,0.61204874,0.221690349,0.09456889,0.192411284,0.407019911
169-169,Dec-13,Joey-Phoebe,positive-neutral,positive-neutral,0.995210108,1.305645303,1.456197774,0.084324597,0.321863461,1.547145743,1.127117317,0.29410972
169-169,13-14,Phoebe-Joey,neutral-neutral,neutral-neutral,0.096525939,0.406399829,1.291454849,0.084324597,0.580797963,1.253695279,0.461293389,0.229679753
169-169,16-17,Joey-Phoebe,neutral-positive,neutral-negative,1.936847651,0.040365045,0.009316235,0.807497948,2.86648181,3.820260552,2.981158551,0.257546184
169-169,17-18,Phoebe-Joey,positive-negative,negative-negative,1.217749083,0.719687452,0.814398386,0.166137467,0.277136796,0.061299849,1.265682783,0.049846092
169-169,18-19,Joey-Phoebe,negative-neutral,negative-neutral,1.415642497,0.854311582,0.814398386,0.166137467,1.125286775,0.07643086,0.231715932,0.016068181
169-169,19-20,Phoebe-Joey,neutral-neutral,neutral-neutral,0.991067666,0.173351572,0.320169613,0.593711121,0.17586027,0.810057019,0.543773113,0.276768319
169-169,20-21,Joey-Phoebe,neutral-positive,neutral-negative,1.187282484,1.159688836,0.390377341,0.593711121,0.325005291,0.794926009,0.060063527,0.124740013
38-38,0-1,Monica-Chandler,negative-neutral,negative-neutral,0.227037765,0.478765049,0.341235852,0.072822581,1.089711293,2.158241877,1.304695467,0.032126543
38-38,01-Feb,Chandler-Monica,neutral-positive,neutral-positive,0.071808152,0.391765593,0.170554989,0.547167661,0.527067557,0.2165806,0.688789115,0.209573477
38-38,02-Mar,Monica-Ross,positive-neutral,positive-neutral,2.582929496,1.436973321,0.184252839,0.255773735,0.184135437,0.595630145,0.100071652,0.550059556
38-38,03-Apr,Ross-Phoebe,neutral-positive,neutral-negative,1.439243349,1.067149151,0.422600027,0.19780299,0.135010462,0.292677074,0.653421703,0.087838038
38-38,04-May,Phoebe-Ross,positive-neutral,negative-neutral,1.05816714,0.119842129,0.422600027,0.039739891,0.354650132,0.175641215,0.498057464,0.425329485
38-38,09-Oct,Ross-Phoebe,positive-positive,positive-negative,0.217452912,0.743910967,0.068128878,0.435345872,0.55870224,0.094873614,0.234640207,0.424621883
38-38,10-Nov,Phoebe-Joey,positive-positive,negative-negative,2.148528738,0.171258516,0.300120639,0.04764936,1.239321498,0.388514574,1.778592694,0.016019981
156-156,01-Feb,Phoebe-Rachel,negative-positive,negative-negative,1.898766748,1.364965219,0.114347535,0.16566086,0.608249573,0.611070674,0.246343464,0.76633661
156-156,02-Mar,Rachel-Phoebe,positive-negative,negative-negative,1.753894857,0.019450376,0.063289204,0.066463586,1.109115134,0.580808653,0.957712657,0.309266452
156-156,04-May,Phoebe-Rachel,neutral-positive,neutral-negative,0.435541213,0.458767759,0.105651209,0.530712477,0.218295639,0.111839263,0.43529208,0.410185262
156-156,05-Jun,Rachel-Phoebe,positive-neutral,negative-neutral,0.118939894,0.214872457,0.07198553,0.066463586,0.482916146,0.289132514,0.278129119,0.464354955
156-156,06-Jul,Phoebe-Rachel,neutral-negative,neutral-negative,0.44805271,0.020080878,0.397381679,0.274665496,0.153896366,0.54763368,0.456296179,0.036887605
156-156,07-Aug,Rachel-Phoebe,negative-positive,negative-negative,0.196092419,0.004990473,0.135528537,1.203163278,1.148354092,0.683812774,0.679633019,0.465955583
156-156,08-Sep,Phoebe-Rachel,positive-positive,negative-positive,0.54596682,0.094002902,0.291984273,0.786759457,0.655948025,0.185817881,1.217642249,0.366322009
156-156,09-Oct,Rachel-Phoebe,positive-neutral,positive-neutral,1.029040647,0.719899051,0.469621012,0.090386121,0.956467362,0.397652027,1.015726147,0.334536193
156-156,10-Nov,Phoebe-Tag,neutral-neutral,neutral-neutral,0.635180762,0.885894806,1.330989987,0.033888584,0.159233425,0.75572231,0.498596324,1.047744292
177-177,0-1,Tag-Phoebe,positive-neutral,positive-neutral,0.52622538,1.746463968,0.094587029,0.216911953,0.976809856,0.326074525,0.748595951,0.27096893
177-177,01-Feb,Phoebe-Tag,neutral-neutral,neutral-neutral,1.964042288,1.756528282,0.415508285,0.582958689,0.809984501,0.943824834,1.788183213,0.92374671
177-177,02-Mar,Tag-Phoebe,neutral-negative,neutral-negative,0.913864315,1.306536823,0.948418501,0.815083135,1.21067695,1.382624137,1.540031169,0.642747244
177-177,03-Apr,Phoebe-Tag,negative-positive,negative-positive,0.326979529,0.512676858,1.07594233,0.449036398,0.738553258,0.687485777,0.398097346,0.417760999
177-177,04-May,Tag-Rachel,positive-negative,positive-negative,0.340749478,0.102422175,0.449865581,0.723701894,0.798238818,0.401965657,1.150167384,0.569883022
177-177,05-Jun,Rachel-Tag,negative-positive,negative-positive,0.060351543,0.958003004,0.194817925,0.723701894,0.229713341,0.245402723,0.452744713,0.433329512
177-177,07-Aug,Tag-Rachel,positive-negative,positive-negative,0.182331318,0.488071876,0.165886017,0.332476615,0.194828334,0.487877981,0.715947748,0.757929466
177-177,08-Sep,Rachel-Tag,negative-positive,negative-positive,0.492166153,0.684003401,0.038362188,0.698523352,0.925789661,1.677756285,1.091483032,0.617823584
177-177,09-Oct,Tag-Rachel,positive-neutral,positive-neutral,3.260798095,2.624586169,0.431005021,0.758890022,3.048498035,5.973437425,2.876307304,1.072267871
337-337,0-1,Ross-Chandler,neutral-positive,neutral-negative,2.968571302,0.024655675,2.306010031,0.312445121,2.672445752,0.885522011,2.792256852,0.485019057
337-337,01-Feb,Chandler-Ross,positive-neutral,negative-neutral,0.367422083,0.481682,0.521619353,0.162640642,1.025148225,0.432983357,0.553183987,0.241378986
337-337,02-Mar,Ross-Chandler,neutral-positive,neutral-positive,0.342626623,0.429737604,0.385328533,0.082607495,0.141606636,0.167571989,0.009896607,0.236190587
337-337,03-Apr,Chandler-Ross,positive-positive,positive-positive,0.99574931,0.009782921,0.685305874,0.154935386,1.239804987,0.109412877,1.598580227,0.095895355
337-337,04-May,Ross-Chandler,positive-positive,positive-positive,1.792492307,1.153386429,1.229474605,0.154935386,1.043462411,1.186903805,0.613189187,0.320641251
337-337,05-Jun,Chandler-Ross,positive-negative,positive-negative,0.496821769,1.083999977,0.337279266,0.082607495,0.27437561,0.383257575,0.117936647,0.061819006
337-337,06-Jul,Ross-Chandler,negative-positive,negative-negative,0.128494595,0.557793461,0.700058421,0.40788878,0.805508555,0.995296995,0.797069319,0.822549137
337-337,07-Aug,Chandler-Ross,positive-neutral,negative-neutral,0.507898846,0.080986603,1.235375624,0.170345898,2.123346576,0.52715356,0.696539517,0.776665579
337-337,08-Sep,Ross-Chandler,neutral-positive,neutral-negative,0.344837451,1.892727169,1.053986047,0.074902239,1.632490138,0.507346741,0.995676083,0.336431776
337-337,09-Oct,Chandler-Ross,positive-neutral,negative-neutral,1.030356413,1.931241589,0.195087428,0.312445121,0.89336607,0.686419018,0.521410022,0.366208422
337-337,13-14,Ross-Chandler,neutral-positive,neutral-negative,1.171119921,0.647357449,0.527520372,0.787530884,0.6737264,0.028400054,0.847963806,0.079096565
337-337,14-15,Chandler-Ross,positive-negative,negative-negative,1.022462206,2.282274933,0.884398508,0.162640642,0.424471951,0.020597663,0.385811038,0.082747178
337-337,15-16,Ross-Chandler,negative-positive,negative-negative,0.658272746,0.326602084,0.340229776,0.082607495,0.424471951,0.708293259,0.834515886,0.008870689
337-337,16-17,Chandler-Ross,positive-neutral,negative-neutral,0.197249758,0.054570779,0.195087428,0.320150377,0.344266895,0.185080463,0.048555615,0.462578094
337-337,17-18,Ross-Chandler,neutral-negative,neutral-negative,0.940452189,0.730328256,0.376477005,0.074902239,0.048418256,0.563617278,0.136536958,0.70209169
337-337,18-19,Chandler-Ross,negative-neutral,negative-neutral,0.09439173,0.052111983,0.515718334,0.074902239,0.171221414,0.427075442,0.073661719,0.292007754
480-480,0-1,Ross-Tag,positive-positive,positive-positive,0.16391966,0.291742743,0.430645806,0.488776289,0.173777323,0.426935586,0.387549125,0.181214841
480-480,02-Mar,Tag-Ross,neutral-neutral,neutral-neutral,1.157455532,1.230640248,0.201291499,0.543295803,0.340800977,0.239849814,0.203613476,1.001581858
480-480,03-Apr,Ross-Tag,neutral-positive,neutral-positive,1.430364475,1.534737914,0.201291499,0.909342539,1.15298023,0.831736494,0.555121078,2.319176644
480-480,04-May,Tag-Ross,positive-positive,positive-positive,0.260216946,0.094266183,0.022852431,0.671799658,0.274421549,0.223150029,2.163597911,2.228624095
480-480,05-Jun,Ross-Tag,positive-neutral,positive-neutral,0.517508692,1.457759112,0.022852431,0.305752921,0.618975629,0.385705828,0.86838438,1.190290876
480-480,06-Jul,Tag-Ross,neutral-neutral,neutral-neutral,0.539264321,0.160842376,0.201291499,0.06821004,0.039943382,0.691024072,0.146052714,1.760638752
480-480,07-Aug,Ross-Tag,neutral-neutral,neutral-neutral,0.015550818,0.126905491,0.456339155,0.114813329,0.122492469,0.004811193,0.045546921,1.800840766
480-480,08-Sep,Tag-Ross,neutral-negative,neutral-negative,3.694029784,2.706933249,1.70541263,0.122729553,2.867988347,5.876110107,3.097997276,2.07863797
806-806,0-1,Monica-Joey,positive-positive,negative-negative,0.328126868,0.973019256,0.411587695,0.247493925,0.815434013,1.612637984,1.488873099,0.672273099
806-806,01-Feb,Joey-Monica,positive-positive,negative-positive,1.072133555,0.501613752,0.070225968,0.247493925,0.252790276,0.579839432,0.524845766,0.489166382
806-806,02-Mar,Monica-Joey,positive-positive,positive-positive,0.608782679,1.208918111,0.729197665,0.247493925,0.006144225,0.209682053,0.039185959,0.270555267
806-806,03-Apr,Joey-Monica,positive-neutral,positive-neutral,0.305536868,0.423441412,0.124206653,0.247493925,1.45672949,0.376947524,1.012139472,0.0584893
806-806,04-May,Monica-Joey,neutral-negative,neutral-negative,0.397726817,0.468796156,0.618435425,0.675067579,0.766237486,0.251874899,0.664170182,0.395221847
806-806,05-Jun,Joey-Monica,negative-negative,negative-negative,0.11567038,0.879850634,0.277073698,1.149412658,0.021463745,0.611544691,0.708801078,0.334889889
806-806,06-Jul,Monica-Joey,negative-neutral,negative-neutral,0.88258638,0.950346081,0.05241215,1.576986312,0.92796276,0.576610112,0.583469515,0.064957547
806-806,07-Aug,Joey-Rachel,neutral-negative,neutral-negative,1.278317494,1.936487582,0.865719841,0.665759623,0.158508509,0.663216034,1.359669122,0.011718385
806-806,08-Sep,Rachel-Joey,negative-positive,negative-positive,1.383341938,1.948768904,0.700976917,0.238185969,0.33113151,0.45360856,0.043687711,0.033850278
806-806,09-Oct,Joey-Rachel,positive-positive,positive-positive,1.444046529,1.499707674,0.388065444,0.238185969,0.33113151,0.101408649,0.308422412,0.081589069
806-806,Dec-13,Rachel-Joey,neutral-positive,neutral-positive,0.569610641,0.730556767,0.402500425,0.172632936,0.438656166,0.730486386,0.678824803,0.453764591
806-806,13-14,Joey-Rachel,positive-positive,positive-negative,0.004361584,0.220818988,1.02832337,0.243770886,0.622698021,0.558217956,0.183697932,0.908630915
806-806,14-15,Rachel-Joey,positive-negative,negative-negative,0.397978199,2.636127008,1.02832337,0.183802768,0.881632522,0.004228766,0.583192289,0.203003617
806-806,17-Oct,Joey-Rachel,positive-positive,positive-positive,1.533692394,0.541578064,0.717551293,0.189387685,0.014114492,0.656671716,0.292755967,0.014129746
806-806,10-Nov,Rachel-Monica,positive-neutral,positive-neutral,0.004453797,0.955570745,0.671077082,0.19970907,0.094281767,0.211660206,0.639256253,0.262450268
